"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G22C29CY","journalArticle","2009","Caprio, Mark","Review of Failed Diplomacy: The Tragic Story of How North Korea Got the Bomb","North Korean Review","","1551-2789","","https://www.jstor.org/stable/43910269","","2009","2022-05-23 10:51:39","2022-05-23 10:51:39","2022-05-23 10:51:39","134-136","","1","5","","","Review of Failed Diplomacy","","","","","","","","","","","","JSTOR","","Publisher: McFarland & Company","","C:\Users\j.reidhead\Zotero\storage\NBJEU5S9\Caprio - 2009 - Review of Failed Diplomacy The Tragic Story of Ho.pdf","","","","","","","","","","","","","","","","","","Pritchard, Charles L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DFKSY96","book","1987","Pak, Chae-gyu; Koh, Byung Chul; Kwak, T'ae-Hwan","The Foreign relations of North Korea: new perspectives","","978-0-8133-0569-1","","","","","1987","2022-05-23 10:36:09","2022-05-23 10:36:09","","","","","","","","The Foreign relations of North Korea","","","","","Westview Press ; Kyungnam University Press","Boulder, Colo.; Seoul","English","","","","","Open WorldCat","","OCLC: 15793492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EWKD8SV","book","1998","Firth, Craig R.","Dealing with Korea: Can the U.S. Military Take the Lead in Changing the Paradigm?","","","","","","A combination of crises and hardships currently threatens the North Korean regime with collapse. Accompanying this threat, however, is the opportunity to gently draw North Korea into wider engagement with the international community. Halting progress toward peaceful reunification has been achieved, but more effort from external sources is necessary to accelerate the process. Among official U.S. agencies, only the military currently possesses the ability to subtly enhance the engagement process on the peninsula without any major concessions on its part. The author summarizes the geopolitical history of the peninsula, and addresses the issues confronting North Korea. He then proposes a model with which the U.S. military could bolster North Korean confidence in the possibility of reduced tensions on the peninsula without compromising its own security or readiness in any way. He bases the model on the precedent set by NATO during the decline of the Soviet Union. Aware that discussions of troop reductions, arms reductions, and the like are beyond the exclusive purview of the military, the author recommends modification to the schedule and scope of joint/combined exercises as the appropriate tool to influence the security environment in a subtle, yet, to North Korea, highly symbolic and significant manner.","1998","2022-05-23 10:35:48","2022-05-23 10:35:48","","","58","","","","","Dealing with Korea","","","","","U.S. Army War College","","en","","","","","Google Books","","Google-Books-ID: YX8jIDMscxkC","","","https://books.google.kz/books?id=YX8jIDMscxkC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW2BUWM6","journalArticle","1984","Park, Han Shik","ASIAN PATTERNS OF SOCIALIST DEVELOPMENT: THE PRC AND NORTH KOREA","Asian Perspective","","0258-9184","","https://www.jstor.org/stable/43738031","","1984","2022-05-23 10:27:12","2022-05-23 10:27:12","2022-05-23 10:27:12","200-226","","2","8","","","ASIAN PATTERNS OF SOCIALIST DEVELOPMENT","","","","","","","","","","","","JSTOR","","Publisher: Lynne Rienner Publishers","","C:\Users\j.reidhead\Zotero\storage\ZAHD3CT9\Park - 1984 - ASIAN PATTERNS OF SOCIALIST DEVELOPMENT THE PRC A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7QTFY3Z","journalArticle","2015","Andersson, Magnus; Bae, Jinsun","Sweden's Engagement with the Democratic People's Republic of Korea","North Korean Review","","1551-2789","","https://www.jstor.org/stable/43908955","Article Type: Research paper Purpose—This article examines Sweden's engagement with the DPRK as a unique case to understand motivations for engaging in a so-called fragile state. Design/methodology/approach—The authors apply the constructivist international relations (IR) approach and opt for the case study method based on semistructured interviews of individuals who have taken part in Swedish engagement programs. Findings—Besides having its embassy in Pyongyang and serving as a protecting power for the U.S., Sweden has provided capacity building programs for North Korean government officials and scholars and has taken part in low-profile human rights advocacy. In short, Sweden is best viewed as a facilitator between DPRK and the outside world. Its motivations are mixed and multiple, including rationalist pursuit of gains and the logic of appropriateness. Practical implications—Useful for policymakers interested in engagement DPRK and other countries with little interaction with the outside world. Originality/value—This case expands our understanding of engagement that is often understood to a great degree as a rationalist affair between the engaging and target states. It also affirms the usefulness of constructivist IR approach in accounting for today's engagement practices involving more stakeholders and less obvious costbenefit calculation.","2015","2022-05-23 10:26:31","2022-05-23 10:26:31","2022-05-23 10:26:31","42-62","","1","11","","","","","","","","","","","","","","","JSTOR","","Publisher: McFarland & Company","","C:\Users\j.reidhead\Zotero\storage\Y2WMFCVW\Andersson and Bae - 2015 - Sweden's Engagement with the Democratic People's R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNJ4DBRL","journalArticle","2012","Kim, Heungkyu","Enemy, Homager or Equal Partner?: Evolving Korea-China Relations","Journal of International and Area Studies","","1226-8550","","https://www.jstor.org/stable/43107239","Since the formal establishment of South Korea (hereafter, Korea)-the People's Republic of China (hereafter, China) relations in 1992, the bilateral relationship has recorded tremendous success in terms of trade volume, cooperation on the North Korean nuclear crisis, and the magnitude of exchanges in various areas. However, it is also true that the bilateral relations still remain far from satisfaction in terms of depth and degree of communication, crisis management, and a shared vision.Given Korean's psychological alertness and apprehension formed over a long history of contacts with China, differences in political system, mutual misperceptions, and degree of understanding, these problems cast serious challenges for future relations between the two countries. In the future, Korea-China relations could be sour and bumpy if the Korean government relies excessively on securityoriented approaches, centering on its alliance with the U.S. Korea needs to exercise a ""creative middle power-pragmatic diplomacy"" in dealing with China. The objective is to establish a positive-sum game in the Korea-China strategic cooperative partnership, extending consultation and cooperation beyond security issues on the Korean Peninsula. Both the Korea-U.S. alliance and the Korea-China strategic cooperative partnership should be the foundation of Korea's diplomatic assets, under which Korea would try to persuade North Korea to abandon its nuclear program. The substance of Korea-China relations will be determined by the policies of each government to consolidate the ""cooperative strategic partnership."" Sound communication, political will, and strategic management matter. The future relationship of Korea with China is at the crossroad among the ranges of being enemy, homager, or equal partner. Korea obviously favors the establishment of an equal partnership with China, based upon the common principles of mutual respect, cooperation, and co-prosperity.","2012","2022-05-23 10:14:30","2022-05-23 10:14:30","2022-05-23 10:14:30","47-62","","2","19","","","Enemy, Homager or Equal Partner?","","","","","","","","","","","","JSTOR","","Publisher: Institute of International Affairs, Graduate School of International Studies, Seoul National University","","C:\Users\j.reidhead\Zotero\storage\XHUBKHWA\Kim - 2012 - Enemy, Homager or Equal Partner Evolving Korea-C.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XACVS75","journalArticle","2003","Hwang, Balbina Y.","Review of North Korea Through the Looking Glass","Journal of East Asian Studies","","1598-2408","","https://www.jstor.org/stable/23417747","","2003","2022-05-23 10:12:50","2022-05-23 10:12:50","2022-05-23 10:12:50","161-163","","1","3","","","","","","","","","","","","","","","JSTOR","","Publisher: Lynne Rienner Publishers","","C:\Users\j.reidhead\Zotero\storage\M4RH843L\Hwang - 2003 - Review of North Korea Through the Looking Glass.pdf","","","","","","","","","","","","","","","","","","Oh, Kongdan; Hassig, Ralph C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGH6ACJ3","journalArticle","1983","Skilling, H. Gordon","Interest Groups and Communist Politics Revisited","World Politics","","0043-8871","10.2307/2010173","https://www.jstor.org/stable/2010173","Empirical research has demonstrated the utility of an interest group approach for the study of Soviet politics, as well as for interpreting the politics of tsarist Russia and Eastern European communist systems and the dissident movements. The flowering of group activity in Poland and Czechoslovakia at certain times and the activity of dissent movements show, however, the rudimentary character of ""normal"" interest groups in the Soviet Union and elsewhere. Although the Soviet system has changed since Stalin's death, it remains fundamentally authoritarian in character. The use of models, such as totalitarian, authoritarian, bureaucratic, corporatist, and pluralist, hinders rather than facilitates an understanding of Soviet politics and of the place of interest groups in that system.","1983","2022-05-23 10:12:12","2022-05-23 10:12:12","2022-05-23 10:12:12","1-27","","1","36","","","","","","","","","","","","","","","JSTOR","","Publisher: [Cambridge University Press, Trustees of Princeton University]","","C:\Users\j.reidhead\Zotero\storage\S787T4JK\Skilling - 1983 - Interest Groups and Communist Politics Revisited.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F64JW2VR","journalArticle","1998","Noland, Marcus; Robinson, Sherman; Liu, Ligang","Modeling Inter-Korean Economic Integration","Journal of Economic Integration","","1225-651X","","https://www.jstor.org/stable/23000520","We construct the Korean Integration Model (KIM), a two-country computable general equilibrium (CGE) model linking the North and South Korean economies. Using KIM, we simulate the impact of a customs union and a monetary union of the two economies both in the presence and absence of cross-border factor mobility. Factor mobility is of critical importance. If factor markets do not integrate, the macroeconomic impact on South Korea of economic integration with the North is relatively small, while the effects on North Korea are large. With a monetary union and factor market integration, there is a significant impact on the South Korean income and wealth distribution. If investment flows from South to North and labor flows from North to South, there is a shift in the South Korean income distribution toward capital, and within labor toward urban high skill labor, suggesting growing income and wealth inequality in the South.","1998","2022-05-23 10:11:00","2022-05-23 10:11:00","2022-05-23 10:11:00","426-463","","3","13","","","","","","","","","","","","","","","JSTOR","","Publisher: Center for Economic Integration, Sejong University","","C:\Users\j.reidhead\Zotero\storage\Q2TEFXT4\Noland et al. - 1998 - Modeling Inter-Korean Economic Integration.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97M4JX2Q","journalArticle","2007","Herrmann, Richard K.; Choi, Jong Kun","From Prediction to Learning: Opening Experts' Minds to Unfolding History","International Security","","0162-2889","","https://www.jstor.org/stable/4137568","Although it would be nice if the intelligence community's tradecraft or the academic community's theories could predict the future, it is essential that international security experts learn quickly and accurately from unfolding history. This article reports on a multiyear study of experts dealing with security on the Korean Peninsula. It examines how experts learn and what can derail rational updating. Three factors common to much of the work in security studies contribute to the problem: the tendency to treat the intentions of other actors as unknowable private information that is beyond empirical examination; the inclination to believe that power provides a parsimonious explanation, even though it is multifaceted and dependent on numerous components; and the penchant for engaging in ""factor wars"" over which causal factors are most important while paying little attention to the cumulative and interactive effect of multiple factors. Collectively, these three factors produce overconfidence in hindsight and leave experts prisoners to their preconceptions. The article investigates in the Korean case whether translating narrative expert beliefs systems (i.e., theories) into Bayesian networks can open minds and promote more appropriate updating, and suggests that it can.","2007","2022-05-23 10:08:59","2022-05-23 10:08:59","2022-05-23 10:08:59","132-161","","4","31","","","From Prediction to Learning","","","","","","","","","","","","JSTOR","","Publisher: The MIT Press","","C:\Users\j.reidhead\Zotero\storage\LRRL7XUR\Herrmann and Choi - 2007 - From Prediction to Learning Opening Experts' Mind.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"296ZMD8F","journalArticle","1982","McCormack, Gavan","The Reunification of Korea: Problems and Prospects","Pacific Affairs","","0030-851X","10.2307/2756901","https://www.jstor.org/stable/2756901","","1982","2022-05-23 10:06:46","2022-05-23 10:06:46","2022-05-23 10:06:46","5-31","","1","55","","","The Reunification of Korea","","","","","","","","","","","","JSTOR","","Publisher: Pacific Affairs, University of British Columbia","","C:\Users\j.reidhead\Zotero\storage\M33FL4XU\McCormack - 1982 - The Reunification of Korea Problems and Prospects.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8KQV6X4","journalArticle","1997","Munck, Gerardo L.; Leff, Carol Skalnik","Modes of Transition and Democratization: South America and Eastern Europe in Comparative Perspective","Comparative Politics","","0010-4159","10.2307/422125","https://www.jstor.org/stable/422125","While the literature on democratization has devoted considerable attention to the concept of modes of transition, which captures the alternative ways in which transitions occur, attempts to explain the consequences of the mode of transition for democratic consolidation have been inconclusive. We argue that the mode of transition, defined in terms of the identity of actors in the transition and their strategies, affects the pattern of elite competition, new institutional rules, and disposition of key actors to accept or reject the new rules of the game. The mode of transition thus helps explain whether and how democracies emerge and consolidate. The argument is substantiated through a cross-regional comparison of Argentina, Brazil, Chile, Bulgaria, Czechoslovakia, Hungary, and Poland.","1997","2022-05-23 10:04:00","2022-05-23 10:04:00","2022-05-23 10:04:00","343-362","","3","29","","","Modes of Transition and Democratization","","","","","","","","","","","","JSTOR","","Publisher: Comparative Politics, Ph.D. Programs in Political Science, City University of New York","","C:\Users\j.reidhead\Zotero\storage\U62X7GKV\Munck and Leff - 1997 - Modes of Transition and Democratization South Ame.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWZKZFMJ","journalArticle","2001","Francisco, Ronald A.","Review of Totalitarian and Authoritarian Regimes","Contemporary Southeast Asia","","0129-797X","","https://www.jstor.org/stable/25798538","","2001","2022-05-23 10:03:24","2022-05-23 10:03:24","2022-05-23 10:03:24","185-187","","1","23","","","","","","","","","","","","","","","JSTOR","","Publisher: Institute of Southeast Asian Studies (ISEAS)","","C:\Users\j.reidhead\Zotero\storage\4P3IE9JB\Francisco - 2001 - Review of Totalitarian and Authoritarian Regimes.pdf","","","","","","","","","","","","","","","","","","Linz, Juan J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54276XDM","journalArticle","1977","Koh, Byung Chul","SOUTHEAST ASIA IN P'YONGYANG'S FOREIGN POLICY","Asian Perspective","","0258-9184","","https://www.jstor.org/stable/43737904","","1977","2022-05-23 09:59:14","2022-05-23 09:59:14","2022-05-23 09:59:14","162-182","","2","1","","","","","","","","","","","","","","","JSTOR","","Publisher: Lynne Rienner Publishers","","C:\Users\j.reidhead\Zotero\storage\VNNDGS2J\Koh - 1977 - SOUTHEAST ASIA IN P'YONGYANG'S FOREIGN POLICY.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JZIYL9C","journalArticle","2005","Yoon, Dae-Kyu; Yang, Moon-Soo","INTER-KOREAN ECONOMIC COOPERATION FOR NORTH KOREAN DEVELOPMENT: FUTURE CHALLENGES AND PROSPECTS","Asian Perspective","","0258-9184","","https://www.jstor.org/stable/42704512","Though the North Korean nuclear issue has resurfaced—subsequently restraining inter-Korean cooperation—this impasse has not fettered the South Korean government in such a way that it cannot maneuver to improve the ROK-DPRK relationship. Seoul must take small steps to solve individual problems in the North-South relationship, and methodically prepare for systematic advances in inter-Korean relations once the nuclear impasse is settled. Furthermore, Seoul must focus on both quantitative and qualitative improvements in the inter-Korean relationship, look more at economic cooperation that emphasizes mid-to long-term development of North Korea, and concentrate on developing a blueprint for the North's recovery that acknowledges greater involvement from regional actors. This article sets out to find that new direction in which South Korea must proceed.","2005","2022-05-23 09:58:44","2022-05-23 09:58:44","2022-05-23 09:58:44","5-30","","3","29","","","INTER-KOREAN ECONOMIC COOPERATION FOR NORTH KOREAN DEVELOPMENT","","","","","","","","","","","","JSTOR","","Publisher: Lynne Rienner Publishers","","C:\Users\j.reidhead\Zotero\storage\DI4QJ6DN\Yoon and Yang - 2005 - INTER-KOREAN ECONOMIC COOPERATION FOR NORTH KOREAN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QH98LM4D","journalArticle","2013","Kim, Yongho","North Korea's Threat Perception and Provocation Under Kim Jong-un: The Security Dilemma and the Obsession with Political Survival","North Korean Review","","1551-2789","","https://www.jstor.org/stable/43908903","A lack of consideration of the founder of North Korea, Kim Il-sung, and his family's perceptional variants has misled the estimation of North Korea's provocative policy. It is argued here that North Korea's security dilemma and its obsession with the various successions have been the principal causes of its provocative behavior. When Kim Il-sung and his family engage simultaneously in encounters related to the security dilemma and major issues involving the succession, they provoke. When their political survival is threatened, they take a step back. This implies that North Korean policy should be directed toward factors regarding the political survival of Kim Il-sung and his family, not toward factors regarding North Korea as a state.","2013","2022-05-23 09:57:59","2022-05-23 09:57:59","2022-05-23 09:57:59","6-19","","1","9","","","North Korea's Threat Perception and Provocation Under Kim Jong-un","","","","","","","","","","","","JSTOR","","Publisher: McFarland & Company","","C:\Users\j.reidhead\Zotero\storage\8ZBIRAWK\Kim - 2013 - North Korea's Threat Perception and Provocation Un.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AQ8XENN","journalArticle","2008","McEachern, Patrick; Boyd, Molly","North Korea under Kim Jong Il: From Consolidation to Systemic Dissonance. By Sung Chull Kim. Albany: State University of New York Press, 2006. xv, 277 pp. $75.00 (cloth).","The Journal of Asian Studies","","0021-9118","","https://www.academia.edu/7235048/North_Korea_under_Kim_Jong_Il_From_Consolidation_to_Systemic_Dissonance_By_Sung_Chull_Kim","North Korea under Kim Jong Il: From Consolidation to Systemic Dissonance. By Sung Chull Kim","2008","2022-05-23 09:57:36","2022-05-23 09:57:36","2022-05-23 09:57:36","1475","","04","67","","","North Korea under Kim Jong Il","","","","","","","","","","","","www.academia.edu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
