"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N2LGYHPI","book","1988","Brackenridge, Hugh Henry","History of the Western Insurrection in Western Pennsylvania Commonly Called the Whiskey Insurrection","","978-1-55613-139-4","","","","The Whiskey Rebellion took place in western Pennsylvania between July and November of 1794 when the fledgling Federal government set a new excise tax on whiskey to which the local farmers took strong exception by numerous acts of violence. A Pittsburg att","1988","2022-05-23 08:53:50","2022-07-04 03:32:57","","","344","","","","","","","","","","Heritage Books","","en","","","","","Google Books","","","","","https://books.google.kz/books?id=8UKtAztN-vYC","","History / United States / State & Local / Middle Atlantic (DC, DE, MD, NJ, NY, PA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTLKEPPY","book","2018","Barkey, Karen","Bandits and Bureaucrats: The Ottoman Route to State Centralization","","978-1-5017-2087-1","","","https://www.degruyter.com/document/doi/10.7591/9781501720871/html","Why did the main challenge to the Ottoman state come not in peasant or elite rebellions, but in endemic banditry? Karen Barkey shows how Turkish strategies of incorporating peasants and rotating elites kept both groups dependent on the state, unable and unwilling to rebel. Bandits, formerly mercenary soldiers, were not interested in rebellion but concentrated on trying to gain state resources, more as rogue clients than as primitive rebels. The state's ability to control and manipulate bandits—through deals, bargains and patronage—suggests imperial strength rather than weakness, she maintains.","2018-10-18","2022-05-23 08:52:42","2022-05-23 08:52:42","2022-05-23 08:52:42","","","","","","","Bandits and Bureaucrats","","","","","Cornell University Press","","en","","","","","www.degruyter.com","","DOI: 10.7591/9781501720871 Publication Title: Bandits and Bureaucrats","","/Users/eesaack/Zotero/storage/5USDTCS8/Barkey - 2018 - Bandits and Bureaucrats The Ottoman Route to Stat.pdf","","","History; Middle East Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6YDQU88","book","2010","Baldwin, Leland D.","Whiskey Rebels: The Story of a Frontier Uprising","","978-0-8229-9053-6","","","","A succinct account of the Whiskey Rebellion of 1794 in Western Pennsylvania.","2010-01-09","2022-05-23 08:52:06","2022-05-23 08:52:06","","","337","","","","","Whiskey Rebels","","","","","University of Pittsburgh Pre","","en","","","","","Google Books","","Google-Books-ID: 8I4_mYLkVFEC","","","https://books.google.kz/books?id=8I4_mYLkVFEC","","History / General; History / United States / State & Local / Middle Atlantic (DC, DE, MD, NJ, NY, PA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYITDIPG","book","1961","Aylmer, Gerald Edward","The King’S Servants: The Civil Service of Charles I 1625–1642","","978-0-231-89493-7","","","https://www.degruyter.com/document/doi/10.7312/aylm93684/html?lang=de","Deals with the officials of the central government under King Charles l from his accession in 1625 up to the eve of the Civil War in 1642.","1961-03-02","2022-05-23 08:51:18","2022-07-04 03:22:59","2022-05-23 08:51:18","","","","","","","The King’S Servants","","","","","Columbia University Press","","en","","","","","www.degruyter.com","","DOI: 10.7312/aylm93684 Publication Title: The King’S Servants","","/Users/eesaack/Zotero/storage/UJCE2F34/Aylmer - 1961 - The King’S Servants The Civil Service of Charles .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X36432PE","book","2018","Arthur, W. Brian","The Economy As An Evolving Complex System II","","978-0-429-97626-1","","","","A new view of the economy as an evolving, complex system has been pioneered at the Santa Fe Institute over the last ten years, This volume is a collection of articles that shape and define this view?a view of the economy as emerging from the interactions of individual agents whose behavior constantly evolves, whose strategies and actions are always adapting.The traditional framework in economics portrays activity within an equilibrium steady state. The interacting agents in the economy are typically homogenous, solve well-defined problems using perfect rationality, and act within given legal and social structures. The complexity approach, by contrast, sees economic activity as continually changing?continually in process. The interacting agents are typically heterogeneous, they must cognitively interpret the problems they face, and together they create the structures?markets, legal and social institutions, price patters, expectations?to which they individually react. Such structures may never settle down. Agents may forever adapt and explore and evolve their behaviors within structures that continually emerge and change and disappear?structures these behaviors co-create. This complexity approach does not replace the equilibrium one?it complements it.The papers here collected originated at a recent conference at the Santa Fe Institute, which was called to follow up the well-known 1987 SFI conference organized by Philip Anderson, Kenneth Arrow, and David Pines. They survey the new study of complexity and the economy. They apply this approach to real economic problems and they show the extent to which the initial vision of the 1987 conference has come to fruition.","2018-05-04","2022-05-23 08:49:30","2022-05-23 08:49:30","","","428","","","","","","","","","","CRC Press","","en","","","","","Google Books","","Google-Books-ID: 5EpnDwAAQBAJ","","","https://books.google.kz/books?id=5EpnDwAAQBAJ","","Mathematics / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQIKUPW6","book","2013","Anderson, Perry","Lineages of the Absolutist State","","978-1-78168-463-4","","","","Situating the Absolutist states of the early modern epoch against the background of European feudalism.Forty years after its original publication, Lineages of the Absolutist State remains an exemplary achievement in comparative history. Picking up from where its companion volume, Passages from Antiquity to Feudalism, left off, Lineages traces the development of Absolutist states in the early modern period from their roots in European feudalism, and assesses their various trajectories. Why didn’t Italy develop into an Absolutist state in the same, indigenous way as the other dominant Western countries, namely Spain, France and England? On the other hand, how did Eastern European countries develop into Absolutist states similar to those of the West, when their social conditions diverged so drastically? Reflecting on examples in Islamic and East Asian history, as well as the Ottoman Empire, Anderson concludes by elucidating the particular role of European development within universal history.","2013-04-29","2022-05-23 08:48:45","2022-05-23 08:48:45","","","582","","","","","","","","","","Verso Books","","en","","","","","Google Books","","Google-Books-ID: V2vnDwAAQBAJ","","","https://books.google.kz/books?id=V2vnDwAAQBAJ","","History / Europe / General; Political Science / Constitutions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVN48R99","book","1971","Hobsbawm, Eric J.","Primitive Rebels: Studies in Archaic Forms of Social Movement in the 19th and 20th Centuries","","978-0-7190-0493-3","","","","Following interviews with contemporaries and eyewitnesses, relatives and friends, and access to documents and archives, Knopp offers a view of what went on behind the scenes in the Third Reich.","1971","2022-05-23 09:10:48","2022-05-23 09:10:48","","","238","","","","","Primitive Rebels","","","","","Manchester University Press","","en","","","","","Google Books","","Google-Books-ID: sCK8AAAAIAAJ","","","https://books.google.kz/books?id=sCK8AAAAIAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIKD4D7E","journalArticle","1975","Braun, Rudolf","Taxation, sociopolitical structure, and state-building: Great Britain and Brandenburg-Prussia","The formation of national states in Western Europe","","","","","","1975","2022-05-23 09:16:25","2022-05-23 09:16:25","","","","","8","","","Taxation, sociopolitical structure, and state-building","","","","","","","","","","","","Google Scholar","","Publisher: Princeton University Press Princeton, NJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JT8HKFL","bookSection","1984","Bright, Charles; Harding, Susan","Processes of statemaking and popdar protest: An introduction to SIatemaking and sociul movemenls. eds","Charles Bright and Susan Harding. Rexdale, Canada: John Wiley & Sons Canada","","","","","","1984","2022-05-23 09:17:04","2022-05-23 09:19:06","","","","","","","","Processes of statemaking and popdar protest","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILJVNKSA","journalArticle","1853","Hazard, Samuel","Pennsylvania Colonial Records","Minutes of the Provincial Council","","","","","","1853","2022-05-23 09:23:43","2022-05-23 09:23:43","","1683–1776","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPK2QNGE","journalArticle","1975","Fischer, Wolfram; Lundgreen, Peter","The recruitment and training of administrative and technical personnel","The formation of national states in western Europe","","","","","","1975","2022-05-23 09:26:27","2022-05-23 09:26:27","","456–561","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Princeton University Press Princeton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MS7YMED","book","1871","Creigh, Alfred","History of Washington County: From Its First Settlement to the Present Time : First Under Virginia as Yohogania, Ohio, Or Augusta County Until 1781 : and Subsequently Under Pennsylvania; with Sketches of All the Townships, Boroughs, and Villages, Etc. : and to which is Added a Full Account of the Celebrated Mason and Dixon's Line, the Whiskey Insurrection, Indian Warfare, Traditional and Local Historical Events","","","","","","","1871","2022-05-23 09:24:37","2022-05-23 09:24:37","","","522","","","","","History of Washington County","","","","","B. Singerly, printer","","en","","","","","Google Books","","Google-Books-ID: OrZIAQAAMAAJ","","","https://books.google.kz/books?id=OrZIAQAAMAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD6ZFUCI","journalArticle","1950","James, Alfred P.","A Political Interpretation of the Whiskey Insurrection","Western Pennsylvania History: 1918-2018","","","","","","1950","2022-05-23 09:29:09","2022-05-23 09:29:09","","90–101","","","","","","","","","","","","","","","","","","Google Scholar","","","","/Users/eesaack/Zotero/storage/HAAF5VFJ/James - 1950 - A Political Interpretation of the Whiskey Insurrec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD79JWHK","book","1986","Kettering, Sharon","Patrons, brokers, and clients in seventeenth-century France","","","","","","","1986","2022-05-23 09:29:59","2022-05-23 09:29:59","","","","","","","","","","","","","Oxford University Press on Demand","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DT283YPP","book","1985","Kane, Joshua","Occupied France: collaboration and resistance, 1940-1944","","978-0-631-13927-0","","","","","1985","2022-05-23 09:29:39","2022-07-01 04:52:33","","","88","","","","","Occupied France","Historical Association studies","","","","B. Blackwell","Oxford [Oxfordshire] ; New York, NY, USA","","","","","","librarycatalogue.griffith.edu.au:2082 Library Catalog","D802.F8 K39 1985","","","","","","History; Collaborationists; France; German occupation, 1940-1945; Underground movements; World War, 1939-1945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWDFF9KY","book","1957","Namier, Lewis","The Structure of Politics at the Accession of George III","","978-1-349-00453-9","","","","","1957-12-31","2022-05-23 09:32:04","2022-05-23 09:32:04","","","533","","","","","","","","","","Springer","","en","","","","","Google Books","","","","","https://books.google.kz/books?id=v0-uCwAAQBAJ","","History / General; History / Europe / Great Britain / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTHMYS2T","book","2012","Mann, Michael","The Sources of Social Power: Volume 1, A History of Power from the Beginning to AD 1760","","978-1-107-03117-3","","","","Distinguishing four sources of power in human societies - ideological, economic, military, and political - The Sources of Social Power traces their interrelations throughout human history. In this first volume, Michael Mann examines inter-relations between these elements from neolithic times, through ancient Near Eastern civilizations, the classical Mediterranean age, and medieval Europe, up to just before the Industrial Revolution in England. It offers explanations of the emergence of the state and social stratification; of city-states, militaristic empires, and the persistent interaction between them; of the world salvation religions; and of the particular dynamism of medieval and early modern Europe. It ends by generalizing about the nature of overall social development, the varying forms of social cohesion, and the role of classes and class struggle in history. First published in 1986, this new edition of volume 1 includes a new preface by the author examining the impact and legacy of the work.","2012-09-17","2022-05-23 09:31:00","2022-05-23 09:31:00","","","579","","","","","The Sources of Social Power","","","","","Cambridge University Press","","en","","","","","Google Books","","","","","https://books.google.kz/books?id=-diIuYb99GQC","","Social Science / Sociology / General; History / World; Political Science / Comparative Politics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGXGGXYS","book","1977","Prince, Karl E.","The federalists and the origins of the US civil service","","","","","","","1977","2022-05-23 09:33:09","2022-05-23 09:33:09","","","","","","","","","","","","","New York University Press","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HRKBZ92","journalArticle","1988","Powers, Brian","The Puppet Emperor: The Life of Pu Yi","Last Emperor of China","","","","","","1988","2022-05-23 09:32:45","2022-05-23 09:32:45","","","","","","","","The Puppet Emperor","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2NSXHUG","journalArticle","1984","Schneider, Robert A.","Swordplay and statemaking: aspects of the campaign against the duel in early modern France","Statemaking and social movements: essays in history and theory","","","","","","1984","2022-05-23 09:33:53","2022-05-23 09:33:53","","","","","","","","Swordplay and statemaking","","","","","","","","","","","","Google Scholar","","Publisher: U of Michigan P Ann Arbor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXWN3B77","book","1979","Skocpol, Theda","States and Social Revolutions: A Comparative Analysis of France, Russia and China","","978-0-521-29499-7","","","","State structures, international forces, and class relations: Theda Skocpol shows how all three combine to explain the origins and accomplishments of social-revolutionary transformations. From France in the 1790s to Vietnam in the 1970s, social revolutions have been rare but undeniably of enormous importance in modern world history. States and Social Revolutions provides a new frame of reference for analyzing the causes, the conflicts, and the outcomes of such revolutions. And it develops in depth a rigorous, comparative historical analysis of three major cases: the French Revolution of 1787 through the early 1800s, the Russian Revolution of 1917 through the 1930s, and the Chinese Revolution of 1911 through the 1960s. Believing that existing theories of revolution, both Marxist and non-Marxist, are inadequate to explain the actual historical patterns of revolutions, the author urges us to adopt fresh perspectives. Above all, she maintains that states conceived as administrative and coercive organizations potentially autonomous from class controls and interests must be made central to explanations of revolutions.","1979-02-28","2022-05-23 09:34:19","2022-07-01 04:37:26","","","436","","","","","States and Social Revolutions","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: so0gddc0w3UC","","","https://books.google.kz/books?id=so0gddc0w3UC","","Political Science / History & Theory; History / Revolutionary; Political Science / Political Freedom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENBJ9PIK","book","1986","Slaughter, Thomas P.","The Whiskey Rebellion: Frontier Epilogue to the American Revolution","","978-0-19-977187-5","","","","When President George Washington ordered an army of 13,000 men to march west in 1794 to crush a tax rebellion among frontier farmers, he established a range of precedents that continues to define federal authority over localities today. The ""Whiskey Rebellion"" marked the first large-scale resistance to a law of the U.S. government under the Constitution. This classic confrontation between champions of liberty and defenders of order was long considered the most significant event in the first quarter-century of the new nation. Thomas P. Slaughter recaptures the historical drama and significance of this violent episode in which frontier West and cosmopolitan East battled over the meaning of the American Revolution. The book not only offers the broadest and most comprehensive account of the Whiskey Rebellion ever written, taking into account the political, social and intellectual contexts of the time, but also challenges conventional understandings of the Revolutionary era.","1986-09-04","2022-05-23 09:34:34","2022-05-23 09:34:34","","","300","","","","","The Whiskey Rebellion","","","","","Oxford University Press","","en","","","","","Google Books","","","","","https://books.google.kz/books?id=G1S-pGtzCOcC","","History / Americas (North, Central, South, West Indies); History / United States / Revolutionary Period (1775-1800)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCSCWS8Q","document","1965","Lawrence, Stone","The Crisis of the Aristocracy, 1558-1641","","","","","","","1965","2022-05-23 09:34:58","2022-05-23 09:34:58","","","","","","","","","","","","","Clarendon Press, Oxford","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLWBI4YQ","journalArticle","1975","Tilly, Charles","Reflections on the history of European state-making","The formation of national states in Western Europe","","","","","","1975","2022-05-23 09:36:03","2022-05-23 09:36:03","","","","","38","","","","","","","","","","","","","","","Google Scholar","","Publisher: Princeton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LVS4L5MY","book","1939","Thomas, Earl Bruce","Political tendencies in Pennsylvania, 1783-1794","","","","","","","1939","2022-05-23 09:35:28","2022-05-23 09:35:28","","","","","","","","","","","","","Temple university","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTR47GE7","journalArticle","1985","Bonsteel Tachau, Mary K.","A new look at the Whiskey Rebellion","The Whiskey Rebellion, Past and Present Perspectives","","","","","","1985","2022-05-23 09:35:13","2022-05-23 09:35:13","","97–118","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBYHTMRY","book","1950","Tinkcom, Harry Marlin","The Republicans and Federalists in Pennsylvania, 1790-1801: A study in national stimulus and local response","","","","","","","1950","2022-05-23 09:38:07","2022-05-23 09:38:07","","","","","","","","The Republicans and Federalists in Pennsylvania, 1790-1801","","","","","Pennsylvania Historical and Museum Commission","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UQ9BZSG","book","1908","","Heads of Families at the First Census of the United States Taken in the Year 1790 ...","","","","","","","1908","2022-05-23 09:38:28","2022-07-04 03:39:40","","","442","","","","","","","","","","U.S. Government Printing Office","","en","","","","","Google Books","","Google-Books-ID: dbDiRQ2YOHYC","","","https://books.google.kz/books?id=dbDiRQ2YOHYC","","","United States Bureau of the Census","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2SI2KHQ","book","1912","Wiley, Richard Taylor","The Whisky Insurrection: A General View","","","","","","","1912","2022-05-23 09:39:12","2022-05-23 09:39:12","","","","","","","","The Whisky Insurrection","","","","","Herald Print. House","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFASCCRB","journalArticle","1975","Whitten, David O.","An Economic Inquiry into the Whiskey Rebellion of 1794","Agricultural History","","0002-1482","","https://www.jstor.org/stable/3741786","","1975","2022-05-23 09:38:49","2022-05-23 09:38:49","2022-05-23 09:38:49","491-504","","3","49","","","","","","","","","","","","","","","JSTOR","","Publisher: Agricultural History Society","","/Users/eesaack/Zotero/storage/HSWBFXKC/Whitten - 1975 - An Economic Inquiry into the Whiskey Rebellion of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
